Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,2,No,0,HelpDesk,,,,,,,No,0,Neto,Part-Time,17000,Neto,3,3,No,No recibo bono,Uno,22,1001+,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,1,No,0,HelpDesk,,,,,,,No,0,Bruto,Full-Time,19000,Bruto,1,2,No,No recibo bono,Uno,33,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / Shares"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,Menos de un año,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,34000,Bruto,3,4,No,No recibo bono,No,0,201-500,Sí,Salario,Capacitaciones y/o cursos
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,3,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare",".NET, HTML, PHP",,,,,No,0,Neto,Full-Time,15800,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,5,1,Sí,2,SysAdmin / DevOps,"Linux, Windows, Azure, VMWare","C, C++, C#, Python, VB *",,,,,"Sí, pasiva",17.5,Porcentaje de mi sueldo,Full-Time,32500,Neto,4,3,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Cuota para universidad, Viáticos"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Infosec,,,,,,,No,0,Bruto,Full-Time,40000,Neto,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,24,1001+,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,16500,Neto,2,2,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,1,Menos de un año,No,0,Developer,,"CSS, HTML, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,28600,Bruto,4,3,No,No recibo bono,No,0,1001+,Sí,Desafíos profesionales,"Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,22000,Neto,4,3,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,2,1,No,0,Infosec,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,29000,Bruto,2,2,Un sueldo,Mix de las anteriores,Uno,13,1001+,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Masajes, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,6,No,0,Networking,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,35000,Bruto,3,2,No,No recibo bono,Uno,35,101-200,No,No cambié de empresa,"Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,3,Sí,90,TL,,,,,,,,,,Full-Time,40000,Bruto,3,2,Un sueldo,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Playroom, Viajes al exterior, WFH (Trabajar desde casa)"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,8,1,No,0,Infosec,,,,,,,No,0,Bruto,Full-Time,31400,Bruto,3,3,Un sueldo,Performance individual,Uno,15,1001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,2,1,No,0,Developer,,"C, C++, Javascript, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,2,3,No,No recibo bono,Dos,8,1-10,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,3,No,0,Developer,,"Java, C++, PHP",,,,,No,0,Bruto,Full-Time,33000,Bruto,4,3,Menos de un sueldo,Performance individual,Uno,10,101-200,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Analista Funcional,,,,,,,,,,Full-Time,35000,Neto,3,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,1,No,0,Developer,,"Java, Javascript",,,,,"Sí, activa",0,Neto,Full-Time,55000,Bruto,4,3,No,No recibo bono,Uno,18,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,No,0,SysAdmin / DevOps,"*BSD, Linux, Solaris, Windows",Assembler,,,,,No,0,Porcentaje de mi sueldo,Full-Time,23000,Neto,2,2,No,No recibo bono,Uno,10,501-1000,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,No,0,Developer,,".NET, C#",,,,,No,0,Porcentaje de mi sueldo,Full-Time,15300,Neto,3,2,Un sueldo,A nada,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,4,No,0,HelpDesk,,,,,,,"Sí, pasiva",2000,Neto,Full-Time,19500,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,Menos de un año,No,0,Networking,,,,,,,No,0,Bruto,Full-Time,54000,Bruto,4,4,Un sueldo,Performance de la compañía,Dos,20,501-1000,Sí,Mayor comodidad,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,No,0,Developer,,".NET, CSS, HTML, VB *",,,,,No,0,Neto,Full-Time,36000,Neto,3,2,No,No recibo bono,Uno,15,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,2,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, RHEV","Python, bash",,,,,No,0,Bruto,Full-Time,20000,Neto,3,2,No,No recibo bono,Dos,33,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, Viáticos"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,Menos de un año,Sí,2,Big Data,,,,,,,,,,Full-Time,30000,Neto,3,3,De uno a tres sueldos,Performance grupal,No,0,51-100,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,1,No,0,Developer,,"Javascript, Objective-C, Swift",,,,,No,0,Porcentaje de mi sueldo,Full-Time,48000,Bruto,3,2,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,No,0,PM,,,,,,,,,,Full-Time,56000,Bruto,1,1,De uno a tres sueldos,ES UNA MENTIRA DE PERFORMANCE,Uno,10,1001+,No,No cambié de empresa,"Bonos por desempeño, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Masajes, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,4,No,0,SysAdmin / DevOps,Linux,"C, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,70000,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,22,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,7,No,0,SysAdmin / DevOps,"Windows, Docker / Containers, VMWare",".NET, C#, HTML, Javascript, VB *",,,,,No,0,Porcentaje de mi sueldo,Full-Time,52000,Bruto,3,1,No,No recibo bono,Uno,8,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Laptop, Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,10+,Sí,2,Help desk. Networking.storage backup. Sysadmin. Soluciones de infraestructura. Adecuaciones de licenciamiento. Desarrollo de ambientes mixtos de software. Outsourcing,,,,,,,,,,Freelance,42000,Neto,3,3,No,No recibo bono,Uno,35,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Laptop, Viáticos, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,4,No,0,SysAdmin / DevOps,"AIX, HP-UX, Linux, Solaris, Amazon Web Services, Azure, VMWare",Ruby,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,60.5,Bruto,2,2,No,No recibo bono,Uno,17,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,4,No,0,Networking,,,,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),19500,Neto,3,2,No,No recibo bono,Dos,19,201-500,No,Salario,"Abono de celular y/o Internet, Viáticos"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,9,5,Sí,3,Middleware,,,,,,,,,,Full-Time,52200,Bruto,3,2,Un sueldo,Mix de las anteriores,Uno,20,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,Menos de un año,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers",Python,,,,,No,0,Bruto,Full-Time,35000,Bruto,4,3,No,No recibo bono,No,0,11-50,Sí,Desafíos profesionales,"Aumento por inflación, Capacitaciones y/o cursos, Laptop, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,Sí,9,Networking,,,,,,,"Sí, pasiva",0,Neto,Full-Time,63000,Neto,4,3,No,Performance de la compañía,Uno,10,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Snacks, golosinas, bebidas, Sueldo divido en dos pagos por mes"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2,No,0,SysAdmin / DevOps,"*BSD, Linux","PHP, Python",,,,,No,0,Bruto,Full-Time,41000,Bruto,4,4,Menos de un sueldo,Performance de la compañía,Uno,16,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,2,2,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare",ninguna,,,,,No,0,Porcentaje de mi sueldo,Full-Time,15900,Neto,2,2,Menos de un sueldo,Acuerdos gremiales,Dos,19,1001+,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,1,No,0,Soporte telefónico,,,,,,,,,,Full-Time,9535,Neto,1,1,Menos de un sueldo,Mix de las anteriores,Más de dos,45,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare","HTML, Java, PHP, Ruby",,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),30000,Neto,3,2,No,No recibo bono,Uno,10,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,Menos de un año,No,0,QA / Tester,,,Postman,Funcional,Test Rail,,,,,Full-Time,31000,Bruto,3,3,Menos de un sueldo,Performance individual,No,0,51-100,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,No,0,QA / Tester,,,SQL,Funcional,TFS? Sharepoint? ,,,,,Full-Time,14500,Neto,3,2,Menos de un sueldo,Permanencia,Uno,15,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Masajes, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, Ansible, Nomad, Consul, Terraform",Python,,,,,No,0,Bruto,Full-Time,56000,Bruto,3,2,No,No recibo bono,Dos,26,51-100,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,DBA,,,,,,"MSSQL, MySQL/MariaDB, Oracle",No,0,Porcentaje de mi sueldo,Full-Time,29500,Neto,3,2,Menos de un sueldo,Gremio,No,0,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,3,Sí,6,Developer,,".NET, C#, Javascript",,,,,No,0,Neto,Full-Time,36000,Bruto,2,2,Menos de un sueldo,Mix de las anteriores,No,11,501-1000,No,No cambié de empresa,"Bonos por desempeño, Clases de idiomas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,7,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS, Aurelia, Angular",,,,,No,0,Bruto,Full-Time,37700,Neto,3,3,No,Performance individual,Uno,30,11-50,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Playroom, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,No,0,Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,32000,Neto,3,2,No,No recibo bono,Uno,11,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,7,Program Manager / Scrum Master,,,,,,,,,,Full-Time,37500,Neto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,18,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,1,Sí,10,PM,,,,,,,,,,Full-Time,56000,Bruto,3,2,Menos de un sueldo,Performance individual,No,0,11-50,Sí,Desafíos profesionales,"Bonos por desempeño, Comidas pagas/subvencionadas, Laptop, Snacks, golosinas, bebidas, Stock options / Shares"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,7,Menos de un año,No,0,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,44000,Bruto,3,2,Un sueldo,Performance grupal,No,0,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript",,,,,No,0,Bruto,Full-Time,43000,Bruto,3,4,Un sueldo,Performance grupal,No,0,51-100,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Stock options / Shares, Viajes al exterior"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Developer,,"CSS, HTML, Java, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,36000,Bruto,3,4,Un sueldo,Mix de las anteriores,Uno,22,51-100,Sí,Mix de todas las opciones.,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,5,No,0,Developer,,"Java, NodeJS",,,,,No,0,Bruto,Full-Time,42000,Bruto,3,2,Un sueldo,Performance grupal,No,0,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,No,0,SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare",".NET, Java",,,,,No,0,Neto,Full-Time,35000,Neto,3,3,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,HelpDesk,,,,,,,"Sí, pasiva",60,Neto,Tercerizado (trabajo a través de consultora o agencia),11569,Neto,3,2,No,No recibo bono,No,0,11-50,Sí,Mejores beneficios,"Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, chef, jenkins",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,46000,Bruto,2,2,Menos de un sueldo,Performance individual,Dos,0,101-200,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,40000,Bruto,3,3,Un sueldo,Mix de las anteriores,No,0,51-100,Sí,Salario,"Bonos por desempeño, Comidas pagas/subvencionadas, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,9,9,No,0,DBA,,,,,,"MSSQL, Oracle, Essbase",No,0,Porcentaje de mi sueldo,Full-Time,28000,Bruto,2,1,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Ninguna de las anteriores
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,9,10+,Sí,3,Tech Lead,,,,,,,,,,Full-Time,50000,Bruto,3,3,Menos de un sueldo,Mix de las anteriores,No,0,51-100,Sí,Desafíos profesionales,"Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,3,No,0,QA / Tester,,,VB *,Automation,HP UFT,,,,,Full-Time,24000,Neto,1,2,Un sueldo,Mix de las anteriores,Uno,14,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,4,No,0,Developer,,"HTML, Java, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,20000,Neto,2,2,Menos de un sueldo,Performance de la compañía,Uno,10,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare, Xen","Perl, PHP, Python, R",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Freelance,30000,Bruto,2,3,No,No recibo bono,Uno,28,1001+,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,3,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare",PHP,,,,,No,0,Neto,Full-Time,8000,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Capacitaciones y/o cursos, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,7,3,No,0,QA / Tester,,,"Java, Javascript, NodeJS, PHP",Automation,"espresso, behat, athena, mocha, chai",,,,,Full-Time,29000,Neto,2,2,Menos de un sueldo,Mix de las anteriores,No,0,101-200,No,No cambié de empresa,"Bonos por desempeño, Clases de idiomas, Descuentos en gimnasios, Laptop, Masajes, Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Neto,Full-Time,52000,Bruto,3,2,No,Performance de la compañía,No,0,51-100,Sí,Salario,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, Viajes al exterior"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,3,No,0,Developer,,Scala,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,37000,Neto,3,3,Un sueldo,Performance de la compañía,Dos,15,501-1000,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare",ActionScript,,,,,No,0,Porcentaje de mi sueldo,Part-Time,23000,Neto,3,3,Menos de un sueldo,Mix de las anteriores,Dos,24,11-50,No,No cambié de empresa,"Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,1,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare",No,,,,,"Sí, pasiva",700,Bruto,Full-Time,35600,Bruto,3,3,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop"
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,2,1,Sí,1,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,"Sí, activa",0,Neto,Full-Time,9500,Neto,2,3,Menos de un sueldo,No recibo bono,No,0,1-10,No,No cambié de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viáticos"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,44000,Bruto,2,2,No,No recibo bono,No,0,51-100,Sí,Desafíos profesionales,"Comidas pagas/subvencionadas, Horarios flexibles, Viajes al exterior"
